id,name,description,keywords,IPN,link,image,minimum_stock,units,trackable,purchaseable,salable,active,notes,bom_checksum,bom_checked_date,bom_checked_by_id,category_id,default_location_id,default_supplier_id,is_template,variant_of_id,assembly,component,virtual,revision,creation_date,creation_user_id,level,lft,rght,tree_id,default_expiry,base_cost,multiple,metadata,barcode_data,barcode_hash,last_stocktake,responsible_owner_id,locked,revision_of_id,testable
5508,R_0603_HP_180R0_F_75V_100ppmK_generic,High Power Resistor 0603 180 Ω 1 % 75V 100ppmK generic,,005508-5508,http://short-circuits.sandbox.anybotics.com/part/5508/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5508,5509,1,0,0,1,{},,,,,false,,false
5509,R_0603_HP_180R0_F_75V_100ppmK_VishayDale_CRCW0603180RFKEAHP,High Power Resistor 0603 180 Ω 1 % 75V 100ppmK VishayDale CRCW0603180RFKEAHP,,005509-5509,http://short-circuits.sandbox.anybotics.com/part/5509/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5509,5510,1,0,0,1,{},,,,,false,,false
5510,R_0603_HP_200R0_F_75V_100ppmK_generic,High Power Resistor 0603 200 Ω 1 % 75V 100ppmK generic,,005510-5510,http://short-circuits.sandbox.anybotics.com/part/5510/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5510,5511,1,0,0,1,{},,,,,false,,false
5511,R_0603_HP_200R0_F_75V_100ppmK_VishayDale_CRCW0603200RFKEAHP,High Power Resistor 0603 200 Ω 1 % 75V 100ppmK VishayDale CRCW0603200RFKEAHP,,005511-5511,http://short-circuits.sandbox.anybotics.com/part/5511/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5511,5512,1,0,0,1,{},,,,,false,,false
5512,R_0603_HP_220R0_F_75V_100ppmK_generic,High Power Resistor 0603 220 Ω 1 % 75V 100ppmK generic,,005512-5512,http://short-circuits.sandbox.anybotics.com/part/5512/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5512,5513,1,0,0,1,{},,,,,false,,false
5513,R_0603_HP_220R0_F_75V_100ppmK_VishayDale_CRCW0603220RFKEAHP,High Power Resistor 0603 220 Ω 1 % 75V 100ppmK VishayDale CRCW0603220RFKEAHP,,005513-5513,http://short-circuits.sandbox.anybotics.com/part/5513/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5513,5514,1,0,0,1,{},,,,,false,,false
5514,R_0603_HP_240R0_F_75V_100ppmK_generic,High Power Resistor 0603 240 Ω 1 % 75V 100ppmK generic,,005514-5514,http://short-circuits.sandbox.anybotics.com/part/5514/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5514,5515,1,0,0,1,{},,,,,false,,false
5515,R_0603_HP_240R0_F_75V_100ppmK_VishayDale_CRCW0603240RFKEAHP,High Power Resistor 0603 240 Ω 1 % 75V 100ppmK VishayDale CRCW0603240RFKEAHP,,005515-5515,http://short-circuits.sandbox.anybotics.com/part/5515/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5515,5516,1,0,0,1,{},,,,,false,,false
5516,R_0603_HP_270R0_F_75V_100ppmK_generic,High Power Resistor 0603 270 Ω 1 % 75V 100ppmK generic,,005516-5516,http://short-circuits.sandbox.anybotics.com/part/5516/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5516,5517,1,0,0,1,{},,,,,false,,false
5517,R_0603_HP_270R0_F_75V_100ppmK_VishayDale_CRCW0603270RFKEAHP,High Power Resistor 0603 270 Ω 1 % 75V 100ppmK VishayDale CRCW0603270RFKEAHP,,005517-5517,http://short-circuits.sandbox.anybotics.com/part/5517/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5517,5518,1,0,0,1,{},,,,,false,,false
5518,R_0603_HP_300R0_F_75V_100ppmK_generic,High Power Resistor 0603 300 Ω 1 % 75V 100ppmK generic,,005518-5518,http://short-circuits.sandbox.anybotics.com/part/5518/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5518,5519,1,0,0,1,{},,,,,false,,false
5519,R_0603_HP_300R0_F_75V_100ppmK_VishayDale_CRCW0603300RFKEAHP,High Power Resistor 0603 300 Ω 1 % 75V 100ppmK VishayDale CRCW0603300RFKEAHP,,005519-5519,http://short-circuits.sandbox.anybotics.com/part/5519/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5519,5520,1,0,0,1,{},,,,,false,,false
5520,R_0603_HP_330R0_F_75V_100ppmK_generic,High Power Resistor 0603 330 Ω 1 % 75V 100ppmK generic,,005520-5520,http://short-circuits.sandbox.anybotics.com/part/5520/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5520,5521,1,0,0,1,{},,,,,false,,false
5521,R_0603_HP_330R0_F_75V_100ppmK_VishayDale_CRCW0603330RFKEAHP,High Power Resistor 0603 330 Ω 1 % 75V 100ppmK VishayDale CRCW0603330RFKEAHP,,005521-5521,http://short-circuits.sandbox.anybotics.com/part/5521/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5521,5522,1,0,0,1,{},,,,,false,,false
5522,R_0603_HP_360R0_F_75V_100ppmK_generic,High Power Resistor 0603 360 Ω 1 % 75V 100ppmK generic,,005522-5522,http://short-circuits.sandbox.anybotics.com/part/5522/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5522,5523,1,0,0,1,{},,,,,false,,false
5523,R_0603_HP_360R0_F_75V_100ppmK_VishayDale_CRCW0603360RFKEAHP,High Power Resistor 0603 360 Ω 1 % 75V 100ppmK VishayDale CRCW0603360RFKEAHP,,005523-5523,http://short-circuits.sandbox.anybotics.com/part/5523/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5523,5524,1,0,0,1,{},,,,,false,,false
5524,R_0603_HP_390R0_F_75V_100ppmK_generic,High Power Resistor 0603 390 Ω 1 % 75V 100ppmK generic,,005524-5524,http://short-circuits.sandbox.anybotics.com/part/5524/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5524,5525,1,0,0,1,{},,,,,false,,false
5525,R_0603_HP_390R0_F_75V_100ppmK_VishayDale_CRCW0603390RFKEAHP,High Power Resistor 0603 390 Ω 1 % 75V 100ppmK VishayDale CRCW0603390RFKEAHP,,005525-5525,http://short-circuits.sandbox.anybotics.com/part/5525/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5525,5526,1,0,0,1,{},,,,,false,,false
5526,R_0603_HP_430R0_F_75V_100ppmK_generic,High Power Resistor 0603 430 Ω 1 % 75V 100ppmK generic,,005526-5526,http://short-circuits.sandbox.anybotics.com/part/5526/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5526,5527,1,0,0,1,{},,,,,false,,false
5527,R_0603_HP_430R0_F_75V_100ppmK_VishayDale_CRCW0603430RFKEAHP,High Power Resistor 0603 430 Ω 1 % 75V 100ppmK VishayDale CRCW0603430RFKEAHP,,005527-5527,http://short-circuits.sandbox.anybotics.com/part/5527/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5527,5528,1,0,0,1,{},,,,,false,,false
5528,R_0603_HP_470R0_F_75V_100ppmK_generic,High Power Resistor 0603 470 Ω 1 % 75V 100ppmK generic,,005528-5528,http://short-circuits.sandbox.anybotics.com/part/5528/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5528,5529,1,0,0,1,{},,,,,false,,false
5529,R_0603_HP_470R0_F_75V_100ppmK_VishayDale_CRCW0603470RFKEAHP,High Power Resistor 0603 470 Ω 1 % 75V 100ppmK VishayDale CRCW0603470RFKEAHP,,005529-5529,http://short-circuits.sandbox.anybotics.com/part/5529/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5529,5530,1,0,0,1,{},,,,,false,,false
5530,R_0603_HP_510R0_F_75V_100ppmK_generic,High Power Resistor 0603 510 Ω 1 % 75V 100ppmK generic,,005530-5530,http://short-circuits.sandbox.anybotics.com/part/5530/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5530,5531,1,0,0,1,{},,,,,false,,false
5531,R_0603_HP_510R0_F_75V_100ppmK_VishayDale_CRCW0603510RFKEAHP,High Power Resistor 0603 510 Ω 1 % 75V 100ppmK VishayDale CRCW0603510RFKEAHP,,005531-5531,http://short-circuits.sandbox.anybotics.com/part/5531/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5531,5532,1,0,0,1,{},,,,,false,,false
5532,R_0603_HP_560R0_F_75V_100ppmK_generic,High Power Resistor 0603 560 Ω 1 % 75V 100ppmK generic,,005532-5532,http://short-circuits.sandbox.anybotics.com/part/5532/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5532,5533,1,0,0,1,{},,,,,false,,false
5533,R_0603_HP_560R0_F_75V_100ppmK_VishayDale_CRCW0603560RFKEAHP,High Power Resistor 0603 560 Ω 1 % 75V 100ppmK VishayDale CRCW0603560RFKEAHP,,005533-5533,http://short-circuits.sandbox.anybotics.com/part/5533/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5533,5534,1,0,0,1,{},,,,,false,,false
5534,R_0603_HP_620R0_F_75V_100ppmK_generic,High Power Resistor 0603 620 Ω 1 % 75V 100ppmK generic,,005534-5534,http://short-circuits.sandbox.anybotics.com/part/5534/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5534,5535,1,0,0,1,{},,,,,false,,false
5535,R_0603_HP_620R0_F_75V_100ppmK_VishayDale_CRCW0603620RFKEAHP,High Power Resistor 0603 620 Ω 1 % 75V 100ppmK VishayDale CRCW0603620RFKEAHP,,005535-5535,http://short-circuits.sandbox.anybotics.com/part/5535/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5535,5536,1,0,0,1,{},,,,,false,,false
5536,R_0603_HP_680R0_F_75V_100ppmK_generic,High Power Resistor 0603 680 Ω 1 % 75V 100ppmK generic,,005536-5536,http://short-circuits.sandbox.anybotics.com/part/5536/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5536,5537,1,0,0,1,{},,,,,false,,false
5537,R_0603_HP_680R0_F_75V_100ppmK_VishayDale_CRCW0603680RFKEAHP,High Power Resistor 0603 680 Ω 1 % 75V 100ppmK VishayDale CRCW0603680RFKEAHP,,005537-5537,http://short-circuits.sandbox.anybotics.com/part/5537/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5537,5538,1,0,0,1,{},,,,,false,,false
5538,R_0603_HP_750R0_F_75V_100ppmK_generic,High Power Resistor 0603 750 Ω 1 % 75V 100ppmK generic,,005538-5538,http://short-circuits.sandbox.anybotics.com/part/5538/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5538,5539,1,0,0,1,{},,,,,false,,false
5539,R_0603_HP_750R0_F_75V_100ppmK_VishayDale_CRCW0603750RFKEAHP,High Power Resistor 0603 750 Ω 1 % 75V 100ppmK VishayDale CRCW0603750RFKEAHP,,005539-5539,http://short-circuits.sandbox.anybotics.com/part/5539/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5539,5540,1,0,0,1,{},,,,,false,,false
5540,R_0603_HP_820R0_F_75V_100ppmK_generic,High Power Resistor 0603 820 Ω 1 % 75V 100ppmK generic,,005540-5540,http://short-circuits.sandbox.anybotics.com/part/5540/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5540,5541,1,0,0,1,{},,,,,false,,false
5541,R_0603_HP_820R0_F_75V_100ppmK_VishayDale_CRCW0603820RFKEAHP,High Power Resistor 0603 820 Ω 1 % 75V 100ppmK VishayDale CRCW0603820RFKEAHP,,005541-5541,http://short-circuits.sandbox.anybotics.com/part/5541/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5541,5542,1,0,0,1,{},,,,,false,,false
5542,R_0603_HP_910R0_F_75V_100ppmK_generic,High Power Resistor 0603 910 Ω 1 % 75V 100ppmK generic,,005542-5542,http://short-circuits.sandbox.anybotics.com/part/5542/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5542,5543,1,0,0,1,{},,,,,false,,false
5543,R_0603_HP_910R0_F_75V_100ppmK_VishayDale_CRCW0603910RFKEAHP,High Power Resistor 0603 910 Ω 1 % 75V 100ppmK VishayDale CRCW0603910RFKEAHP,,005543-5543,http://short-circuits.sandbox.anybotics.com/part/5543/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5543,5544,1,0,0,1,{},,,,,false,,false
5544,R_0603_HP_1k0_F_75V_100ppmK_generic,High Power Resistor 0603 1 kΩ 1 % 75V 100ppmK generic,,005544-5544,http://short-circuits.sandbox.anybotics.com/part/5544/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5544,5545,1,0,0,1,{},,,,,false,,false
5545,R_0603_HP_1k0_F_75V_100ppmK_VishayDale_CRCW06031K00FKEAHP,High Power Resistor 0603 1 kΩ 1 % 75V 100ppmK VishayDale CRCW06031K00FKEAHP,,005545-5545,http://short-circuits.sandbox.anybotics.com/part/5545/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5545,5546,1,0,0,1,{},,,,,false,,false
5546,R_0603_HP_1k1_F_75V_100ppmK_generic,High Power Resistor 0603 1.1 kΩ 1 % 75V 100ppmK generic,,005546-5546,http://short-circuits.sandbox.anybotics.com/part/5546/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5546,5547,1,0,0,1,{},,,,,false,,false
5547,R_0603_HP_1k1_F_75V_100ppmK_VishayDale_CRCW06031K10FKEAHP,High Power Resistor 0603 1.1 kΩ 1 % 75V 100ppmK VishayDale CRCW06031K10FKEAHP,,005547-5547,http://short-circuits.sandbox.anybotics.com/part/5547/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5547,5548,1,0,0,1,{},,,,,false,,false
5548,R_0603_HP_1k2_F_75V_100ppmK_generic,High Power Resistor 0603 1.2 kΩ 1 % 75V 100ppmK generic,,005548-5548,http://short-circuits.sandbox.anybotics.com/part/5548/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5548,5549,1,0,0,1,{},,,,,false,,false
5549,R_0603_HP_1k2_F_75V_100ppmK_VishayDale_CRCW06031K20FKEAHP,High Power Resistor 0603 1.2 kΩ 1 % 75V 100ppmK VishayDale CRCW06031K20FKEAHP,,005549-5549,http://short-circuits.sandbox.anybotics.com/part/5549/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5549,5550,1,0,0,1,{},,,,,false,,false
5550,R_0603_HP_1k3_F_75V_100ppmK_generic,High Power Resistor 0603 1.3 kΩ 1 % 75V 100ppmK generic,,005550-5550,http://short-circuits.sandbox.anybotics.com/part/5550/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5550,5551,1,0,0,1,{},,,,,false,,false
5551,R_0603_HP_1k3_F_75V_100ppmK_VishayDale_CRCW06031K30FKEAHP,High Power Resistor 0603 1.3 kΩ 1 % 75V 100ppmK VishayDale CRCW06031K30FKEAHP,,005551-5551,http://short-circuits.sandbox.anybotics.com/part/5551/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5551,5552,1,0,0,1,{},,,,,false,,false
5552,R_0603_HP_1k5_F_75V_100ppmK_generic,High Power Resistor 0603 1.5 kΩ 1 % 75V 100ppmK generic,,005552-5552,http://short-circuits.sandbox.anybotics.com/part/5552/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5552,5553,1,0,0,1,{},,,,,false,,false
5553,R_0603_HP_1k5_F_75V_100ppmK_VishayDale_CRCW06031K50FKEAHP,High Power Resistor 0603 1.5 kΩ 1 % 75V 100ppmK VishayDale CRCW06031K50FKEAHP,,005553-5553,http://short-circuits.sandbox.anybotics.com/part/5553/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5553,5554,1,0,0,1,{},,,,,false,,false
5554,R_0603_HP_1k6_F_75V_100ppmK_generic,High Power Resistor 0603 1.6 kΩ 1 % 75V 100ppmK generic,,005554-5554,http://short-circuits.sandbox.anybotics.com/part/5554/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5554,5555,1,0,0,1,{},,,,,false,,false
5555,R_0603_HP_1k6_F_75V_100ppmK_VishayDale_CRCW06031K60FKEAHP,High Power Resistor 0603 1.6 kΩ 1 % 75V 100ppmK VishayDale CRCW06031K60FKEAHP,,005555-5555,http://short-circuits.sandbox.anybotics.com/part/5555/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5555,5556,1,0,0,1,{},,,,,false,,false
5556,R_0603_HP_1k8_F_75V_100ppmK_generic,High Power Resistor 0603 1.8 kΩ 1 % 75V 100ppmK generic,,005556-5556,http://short-circuits.sandbox.anybotics.com/part/5556/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5556,5557,1,0,0,1,{},,,,,false,,false
5557,R_0603_HP_1k8_F_75V_100ppmK_VishayDale_CRCW06031K80FKEAHP,High Power Resistor 0603 1.8 kΩ 1 % 75V 100ppmK VishayDale CRCW06031K80FKEAHP,,005557-5557,http://short-circuits.sandbox.anybotics.com/part/5557/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5557,5558,1,0,0,1,{},,,,,false,,false
5558,R_0603_HP_2k0_F_75V_100ppmK_generic,High Power Resistor 0603 2 kΩ 1 % 75V 100ppmK generic,,005558-5558,http://short-circuits.sandbox.anybotics.com/part/5558/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5558,5559,1,0,0,1,{},,,,,false,,false
5559,R_0603_HP_2k0_F_75V_100ppmK_VishayDale_CRCW06032K00FKEAHP,High Power Resistor 0603 2 kΩ 1 % 75V 100ppmK VishayDale CRCW06032K00FKEAHP,,005559-5559,http://short-circuits.sandbox.anybotics.com/part/5559/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5559,5560,1,0,0,1,{},,,,,false,,false
5560,R_0603_HP_2k2_F_75V_100ppmK_generic,High Power Resistor 0603 2.2 kΩ 1 % 75V 100ppmK generic,,005560-5560,http://short-circuits.sandbox.anybotics.com/part/5560/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5560,5561,1,0,0,1,{},,,,,false,,false
5561,R_0603_HP_2k2_F_75V_100ppmK_VishayDale_CRCW06032K20FKEAHP,High Power Resistor 0603 2.2 kΩ 1 % 75V 100ppmK VishayDale CRCW06032K20FKEAHP,,005561-5561,http://short-circuits.sandbox.anybotics.com/part/5561/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5561,5562,1,0,0,1,{},,,,,false,,false
5562,R_0603_HP_2k4_F_75V_100ppmK_generic,High Power Resistor 0603 2.4 kΩ 1 % 75V 100ppmK generic,,005562-5562,http://short-circuits.sandbox.anybotics.com/part/5562/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5562,5563,1,0,0,1,{},,,,,false,,false
5563,R_0603_HP_2k4_F_75V_100ppmK_VishayDale_CRCW06032K40FKEAHP,High Power Resistor 0603 2.4 kΩ 1 % 75V 100ppmK VishayDale CRCW06032K40FKEAHP,,005563-5563,http://short-circuits.sandbox.anybotics.com/part/5563/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5563,5564,1,0,0,1,{},,,,,false,,false
5564,R_0603_HP_2k7_F_75V_100ppmK_generic,High Power Resistor 0603 2.7 kΩ 1 % 75V 100ppmK generic,,005564-5564,http://short-circuits.sandbox.anybotics.com/part/5564/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5564,5565,1,0,0,1,{},,,,,false,,false
5565,R_0603_HP_2k7_F_75V_100ppmK_VishayDale_CRCW06032K70FKEAHP,High Power Resistor 0603 2.7 kΩ 1 % 75V 100ppmK VishayDale CRCW06032K70FKEAHP,,005565-5565,http://short-circuits.sandbox.anybotics.com/part/5565/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5565,5566,1,0,0,1,{},,,,,false,,false
5566,R_0603_HP_3k0_F_75V_100ppmK_generic,High Power Resistor 0603 3 kΩ 1 % 75V 100ppmK generic,,005566-5566,http://short-circuits.sandbox.anybotics.com/part/5566/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5566,5567,1,0,0,1,{},,,,,false,,false
5567,R_0603_HP_3k0_F_75V_100ppmK_VishayDale_CRCW06033K00FKEAHP,High Power Resistor 0603 3 kΩ 1 % 75V 100ppmK VishayDale CRCW06033K00FKEAHP,,005567-5567,http://short-circuits.sandbox.anybotics.com/part/5567/,,0,,false,true,false,true,,,,,86,,,false,,false,false,false,0,2025-09-04,1,0,5567,5568,1,0,0,1,{},,,,,false,,false
5568,R_0603_HP_3k3_F_75V_100ppmK_generic,High Power Resistor 0603 3.3 kΩ 1 % 75V 100ppmK generic,,005568-5568,http://short-circuits.sandbox.anybotics.com/part/5568/,,0,,false,true,false,true,,,,,85,,,false,,false,false,false,0,2025-09-04,1,0,5568,5569,1,0,0,1,{},,,,,false,,false
